current_user_url,current_user_authorizations_html_url,authorizations_url,code_search_url,commit_search_url,emails_url,emojis_url,events_url,feeds_url,followers_url,following_url,gists_url,hub_url,issue_search_url,issues_url,keys_url,label_search_url,notifications_url,organization_url,organization_repositories_url,organization_teams_url,public_gists_url,rate_limit_url,repository_url,repository_search_url,current_user_repositories_url,starred_url,starred_gists_url,user_url,user_organizations_url,user_repositories_url,user_search_url
"https://api.github.com/user","https://github.com/settings/connections/applications{/client_id}","https://api.github.com/authorizations","https://api.github.com/search/code?q={query}{&page,per_page,sort,order}","https://api.github.com/search/commits?q={query}{&page,per_page,sort,order}","https://api.github.com/user/emails","https://api.github.com/emojis","https://api.github.com/events","https://api.github.com/feeds","https://api.github.com/user/followers","https://api.github.com/user/following{/target}","https://api.github.com/gists{/gist_id}","https://api.github.com/hub","https://api.github.com/search/issues?q={query}{&page,per_page,sort,order}","https://api.github.com/issues","https://api.github.com/user/keys","https://api.github.com/search/labels?q={query}&repository_id={repository_id}{&page,per_page}","https://api.github.com/notifications","https://api.github.com/orgs/{org}","https://api.github.com/orgs/{org}/repos{?type,page,per_page,sort}","https://api.github.com/orgs/{org}/teams","https://api.github.com/gists/public","https://api.github.com/rate_limit","https://api.github.com/repos/{owner}/{repo}","https://api.github.com/search/repositories?q={query}{&page,per_page,sort,order}","https://api.github.com/user/repos{?type,page,per_page,sort}","https://api.github.com/user/starred{/owner}{/repo}","https://api.github.com/gists/starred","https://api.github.com/users/{user}","https://api.github.com/user/orgs","https://api.github.com/users/{user}/repos{?type,page,per_page,sort}","https://api.github.com/search/users?q={query}{&page,per_page,sort,order}"
